X,Y
1126,498
1023,501
1330,504
1424,523
1116,529
1054,539
1455,541
1214,552
1319,551
956,555
1184,559
916,562
1105,580
1026,601
1068,601
683,602
1106,605
555,608
1372,609
1199,611
1265,611
1290,612
1174,613
1334,614
1553,620
394,634
897,636
1598,639
367,641
870,651
857,653
964,661
778,670
1219,671
1127,674
692,676
1383,678
1406,678
1339,678
1626,678
377,682
425,698
180,699
624,703
754,711
817,710
847,713
902,712
879,713
302,718
944,718
1074,721
1118,722
1010,723
1048,724
1155,727
357,727
1260,728
203,728
249,729
1339,730
1377,732
1649,733
405,735
602,737
312,758
358,767
981,771
962,770
1023,773
1105,775
333,776
413,776
440,779
1185,782
906,783
1281,784
1149,784
582,788
472,788
1328,787
1392,791
934,795
387,800
521,803
1592,803
644,804
533,807
417,809
428,810
989,811
677,813
576,818
1033,819
732,822
1120,823
1154,829
778,830
1085,835
853,838
1220,838
831,838
914,845
928,850
1338,850
953,854
1414,855
977,860
697,863
1044,870
720,873
763,884
651,885
1171,889
1433,890
1199,898
699,902
1253,902
824,905
1133,942
880,949
1202,957
1166,959
1144,969
