X,Y
1263,293
1388,298
1479,315
1164,333
1526,341
1427,348
1365,353
1324,354
1341,355
1485,358
1212,364
1617,394
667,403
1049,409
510,414
1638,415
557,418
1580,419
1593,419
1486,421
1323,427
1659,438
914,454
392,464
806,469
1686,477
1611,483
369,486
1564,488
1413,489
381,489
1320,489
334,490
1438,490
622,495
1559,510
206,515
736,518
624,520
255,520
163,521
372,531
1084,532
1249,539
436,541
1454,541
1557,541
138,543
833,546
1685,545
597,547
491,549
620,555
708,565
239,569
328,576
357,581
389,580
843,580
1679,588
1077,588
920,598
1478,606
493,607
1319,606
1515,607
384,611
946,612
355,612
960,619
414,621
850,627
676,631
1631,634
819,644
1302,665
1579,669
581,681
1486,680
1028,693
1122,701
1080,704
1049,718
1320,737
1395,754
966,768
1239,794
1121,809
