X,Y
692,183
650,185
714,210
771,233
814,267
844,283
880,297
859,322
887,326
849,359
879,371
829,385
932,393
1109,393
1018,397
1070,396
988,398
861,404
1104,403
888,405
1162,407
1196,410
782,411
1273,417
568,431
1045,433
1109,435
1315,435
504,439
898,447
947,446
1368,445
112,446
922,448
362,448
871,453
318,453
285,455
259,457
219,458
164,461
1162,469
1423,468
1136,470
1183,471
1206,471
637,473
671,473
611,476
1311,478
1080,480
1337,484
529,485
488,490
1382,491
1471,495
468,500
1029,499
998,505
964,506
434,513
892,514
172,519
332,521
1515,521
1134,533
1208,534
1184,537
1238,541
1537,540
808,541
769,545
277,550
1328,549
726,551
1355,552
858,556
331,557
1561,559
1422,561
663,562
352,564
383,568
1467,569
551,570
220,577
1566,582
1103,588
1125,590
553,596
576,598
748,601
1600,602
800,607
1211,605
1260,606
1299,611
858,612
425,614
1321,614
525,621
1352,621
1374,622
227,625
928,625
335,629
1003,634
1474,634
552,634
1498,637
580,638
1527,640
1036,641
1078,641
615,645
1629,645
399,646
627,647
1119,647
281,648
1178,655
674,655
437,658
1219,660
713,662
1230,666
1313,671
1342,674
279,675
393,675
1394,683
418,686
966,688
974,688
347,698
1065,704
1564,707
1619,713
1647,718
1189,722
1219,723
649,724
527,727
916,726
423,729
940,735
1267,736
1309,738
1246,739
742,744
1637,743
1363,745
462,747
779,750
1030,750
1406,754
1618,761
1498,766
521,770
621,771
1135,772
861,773
893,778
1593,777
1179,780
623,781
860,791
1263,799
1295,806
1024,810
1534,811
722,815
1325,814
1369,818
1063,825
1421,827
1495,828
641,831
1100,837
673,841
796,846
1447,849
704,849
1177,851
595,853
1206,857
723,858
1403,859
846,862
746,868
1356,871
888,873
1264,873
1332,875
921,879
783,884
813,891
1015,896
1254,898
1087,901
1208,904
1167,913
1135,917
968,924
1051,931
1081,931
