X,Y
1678,133
1664,166
1688,201
1652,210
1655,221
1680,233
1137,372
755,465
723,468
1043,477
679,474
1597,480
353,480
325,484
291,489
1138,491
255,492
971,492
1293,492
239,494
450,496
203,499
182,502
916,503
369,508
1638,514
883,515
486,519
949,526
836,540
1665,543
866,550
312,551
1432,557
710,560
681,563
312,568
103,571
578,581
658,592
772,599
833,606
1371,617
336,626
125,628
565,634
351,656
349,658
1674,665
428,666
1052,669
773,670
849,677
312,678
1402,678
356,680
396,689
960,709
356,710
615,714
1024,716
1131,728
1377,749
1510,764
1361,821
1094,857
1047,861
1177,869
