X,Y
1027,361
911,364
963,363
1008,366
1104,368
1132,367
1186,368
1268,371
1063,379
1079,381
1361,381
1387,385
1424,388
1169,393
1133,400
1467,402
899,405
1492,408
1081,412
1392,416
1331,417
837,419
1296,420
1506,420
1028,422
1241,426
990,432
1182,433
776,435
946,441
1564,445
1116,451
1464,452
717,453
896,457
866,461
661,461
1592,464
609,472
1082,472
811,475
1059,477
1511,475
1416,476
1383,480
1349,482
1302,482
1275,483
1114,483
1264,483
776,486
1191,487
1622,487
1142,489
1180,491
1233,489
743,494
992,495
968,502
685,506
445,510
630,514
408,515
1648,516
917,518
603,524
506,526
1598,533
552,534
479,537
1516,538
1530,538
1629,539
293,539
1402,542
1455,542
453,543
1313,545
1354,546
1181,548
1203,548
1216,548
866,548
1289,549
409,550
1083,551
246,554
521,553
1104,555
890,557
361,559
388,558
1047,558
924,560
1019,560
485,562
812,563
194,567
332,567
320,568
801,568
778,570
153,573
452,573
294,574
749,575
396,584
374,587
622,590
339,594
221,594
1560,594
1414,596
1438,596
1535,597
306,599
599,598
1304,598
1628,598
564,600
1389,599
1280,600
1183,605
814,608
1086,608
1228,608
955,608
981,608
1687,608
789,610
506,611
1014,613
884,614
696,615
231,616
671,616
425,618
188,629
648,630
1666,633
159,638
1508,643
270,644
1537,648
225,650
306,653
385,655
433,656
1575,657
526,658
603,659
663,660
1433,660
196,661
488,662
1293,662
1202,664
1401,663
1353,666
1458,665
1116,667
770,669
1040,667
742,669
979,668
1252,668
1086,670
1634,670
1172,671
1011,672
943,674
229,676
793,676
862,676
310,683
424,683
279,684
257,685
508,695
1594,697
544,702
222,704
377,704
949,705
994,711
1566,712
478,713
615,718
1031,718
1140,718
641,720
512,722
1076,722
1545,725
1214,726
665,728
1334,727
1274,730
1421,733
718,733
1485,735
434,735
1351,735
753,737
567,739
777,739
818,744
591,746
1507,746
862,747
892,749
1359,749
475,752
625,753
937,753
956,757
652,758
979,763
522,767
1020,769
1054,775
563,777
702,777
1122,782
1153,783
1438,788
1206,791
1415,793
1242,795
755,799
1299,800
853,801
647,804
788,807
815,813
1344,818
841,825
1303,829
901,838
939,846
814,853
1038,856
846,858
1141,858
1083,860
884,865
917,877
1114,880
1019,883
