X,Y
949,386
1418,387
1274,394
1436,396
1304,399
1227,399
1143,401
1189,401
1174,402
1389,403
786,408
750,418
1085,419
688,421
352,423
523,434
1062,434
456,439
485,439
161,440
414,450
1308,456
1263,457
118,457
1236,458
319,460
240,468
890,468
1394,469
1550,471
387,474
408,480
1543,481
1514,485
859,489
179,495
108,500
348,502
728,503
1582,510
1056,512
1273,513
1188,517
610,519
70,526
108,530
253,536
706,543
622,546
1613,547
778,546
152,548
800,549
384,555
372,556
91,557
897,558
1092,565
461,567
498,570
577,572
1176,573
1135,574
174,575
591,582
221,582
1252,584
396,585
298,586
426,590
649,590
1310,590
253,591
1344,593
698,595
1660,594
725,599
766,606
348,606
1428,610
416,612
796,614
530,624
843,623
474,625
1006,625
1065,628
567,633
382,638
599,643
897,643
927,645
1206,645
1289,650
636,655
1619,655
430,660
665,661
707,670
738,673
787,683
1562,688
524,695
845,698
1161,701
869,705
1282,716
1493,726
1007,736
1402,740
1462,744
1441,759
788,761
1144,765
695,767
1408,768
827,775
1194,776
1357,783
866,788
1290,799
1312,814
1040,819
1252,818
1225,826
1147,841
