X,Y
1130,402
1099,406
1045,413
952,426
1153,429
916,432
880,443
1070,453
1063,455
1476,455
795,457
1279,458
1343,460
1404,462
1241,466
749,468
1181,473
974,476
703,480
672,486
1562,486
877,494
1100,495
848,502
580,510
812,510
545,518
522,522
496,526
1419,530
1456,529
731,530
1499,531
1617,531
470,532
1521,532
1592,533
444,533
1370,535
1312,535
1326,537
434,537
409,541
641,545
364,550
303,564
1642,565
439,569
466,569
402,577
189,581
175,583
374,588
144,589
1658,590
1594,593
1629,594
117,594
1458,596
1619,595
1495,599
1668,602
1301,603
64,605
808,608
257,609
770,618
883,619
860,620
745,623
141,628
1681,628
1618,656
482,656
1503,658
1592,660
442,665
818,671
744,672
1141,671
373,676
931,676
1679,677
27,677
344,677
606,684
574,688
106,695
41,710
70,716
537,718
356,722
501,727
309,728
587,729
101,729
1107,730
620,732
1002,733
1295,732
123,733
975,734
1042,734
659,736
885,736
639,737
1618,737
734,741
47,741
859,742
784,744
180,746
333,746
810,750
105,756
236,762
145,761
436,765
860,765
1582,769
169,771
319,771
892,776
195,778
489,778
938,783
969,784
358,786
531,789
1058,790
1012,792
567,795
1548,794
297,795
273,806
624,806
1330,810
659,812
1486,812
491,819
740,819
802,829
383,836
861,837
1085,865
1271,884
1348,900
597,904
623,912
976,943
848,968
1144,971
1054,980
1024,981
981,982
