X,Y
1039,309
768,325
756,327
966,337
663,338
1285,347
1338,353
1316,355
1119,361
1163,361
1090,363
754,369
1005,373
634,398
401,404
419,401
925,403
398,405
892,411
853,416
961,418
1285,419
1419,418
1048,419
1307,421
400,436
1365,449
736,451
398,461
711,467
689,471
215,474
68,475
911,478
957,476
1210,477
984,481
763,481
1140,482
188,484
1435,485
155,487
1489,494
99,502
175,509
472,513
413,518
384,521
254,525
343,524
299,531
1497,559
303,565
327,565
222,568
350,569
471,573
157,573
76,578
415,578
602,579
644,583
581,584
873,587
103,589
680,589
1097,589
785,590
1156,590
119,591
1035,593
705,596
741,596
155,597
1208,598
192,602
1333,604
1386,605
1445,609
247,612
801,622
840,626
867,633
934,640
523,641
959,641
549,643
577,647
435,651
619,654
1144,656
1177,658
1372,658
1222,660
689,662
726,663
338,664
1271,663
483,667
770,670
1322,672
372,673
506,675
417,687
859,686
544,690
958,697
464,701
1045,709
603,713
1102,718
1229,719
1139,719
530,722
630,721
1182,721
680,732
729,745
808,762
916,771
1048,775
932,793
