X,Y
1682,158
1681,240
1681,283
1622,355
1114,469
1513,485
915,494
645,496
425,529
735,529
1099,533
360,539
328,542
246,554
1378,556
571,556
1427,556
217,559
475,558
184,563
438,567
1624,568
342,572
364,574
264,584
135,587
234,588
903,588
207,591
96,598
1080,608
1032,610
367,626
625,629
1665,631
170,639
422,641
754,649
681,651
789,651
723,651
920,654
628,658
1112,665
145,667
219,670
1442,674
167,679
483,680
507,682
405,681
601,682
563,683
625,687
1685,690
668,692
725,702
755,702
431,703
277,706
1040,712
797,712
928,713
958,712
311,717
862,717
892,721
465,733
362,738
933,741
395,741
504,744
632,746
1541,746
970,748
995,752
532,754
1630,754
1019,755
564,761
430,760
1059,761
731,765
464,771
793,778
1361,800
1328,800
1402,805
956,808
1526,817
1075,827
813,852
869,869
988,892
1216,916
