X,Y
1591,191
1621,234
1667,263
1665,303
1660,331
378,340
197,363
1610,363
290,369
244,370
333,379
362,382
397,390
363,392
832,411
872,429
916,430
893,451
867,464
802,466
1208,484
1059,488
1120,498
1142,500
881,502
1200,504
627,508
796,512
1292,515
764,519
710,524
1056,533
996,538
639,540
1020,539
1372,540
872,545
900,547
601,549
557,552
1178,560
1220,562
516,560
1288,562
1126,564
1315,566
1089,566
1245,566
1428,568
479,568
1276,568
434,574
1050,573
1016,578
408,578
377,585
1486,589
324,590
586,597
248,600
545,601
214,602
227,602
966,602
185,608
156,613
125,617
107,618
1001,618
62,624
1039,624
1343,626
1158,627
1106,629
1305,630
1083,630
1210,630
817,632
1456,633
1520,631
1487,633
406,635
1554,640
307,652
758,655
1586,664
812,670
782,671
129,674
834,676
892,675
915,678
546,686
450,687
1092,689
1234,694
1479,696
1584,697
301,699
1515,701
513,711
742,718
816,720
193,722
791,723
842,725
865,726
230,728
499,729
920,729
70,735
276,737
357,738
1042,740
431,742
384,743
1063,744
466,744
1117,746
1213,749
1620,749
1381,752
1274,752
154,754
541,754
1517,755
572,757
1452,758
90,762
606,762
326,764
126,769
202,769
357,772
705,774
886,781
242,780
289,784
938,785
180,790
1023,791
1608,791
437,794
328,795
1063,799
220,801
474,803
788,803
1119,805
813,809
515,811
1210,812
1281,818
839,819
1606,819
1356,822
864,823
1322,822
311,823
1395,825
1522,827
1479,830
594,830
1562,831
466,832
923,832
161,833
621,835
947,837
644,839
982,841
998,847
1037,848
712,850
1064,852
1588,852
520,853
1520,857
784,861
1677,861
1124,863
1190,872
839,874
1488,874
858,876
869,878
1256,880
1453,890
1393,894
1438,897
1006,903
549,909
1058,911
1401,916
591,920
1422,927
1376,928
1145,934
1353,938
1202,943
1318,946
825,953
1281,959
1253,964
1241,971
927,974
1217,974
1003,980
1032,981
1067,997
968,1004
1013,1004
920,1007
