X,Y
1176,313
1036,315
1223,321
1325,328
854,339
1070,357
1005,368
1413,380
1279,382
1180,383
1253,383
1206,385
894,385
1153,386
871,387
551,394
1118,396
760,405
790,405
471,409
738,414
711,419
683,425
386,426
352,429
1033,433
316,437
296,440
992,441
597,441
568,444
1594,446
266,447
952,448
1395,450
1425,451
529,452
226,453
1134,455
496,459
183,461
1626,470
367,466
879,468
111,476
1631,475
311,476
286,483
66,484
820,484
254,486
30,493
365,497
412,499
787,499
134,511
322,515
723,518
822,521
279,519
988,522
1014,525
1509,523
1152,524
886,525
936,527
693,527
1344,527
1538,527
1629,527
59,528
1260,528
1586,528
1094,529
1124,529
1404,529
37,530
299,530
1195,530
669,532
1463,531
217,535
1679,534
186,535
634,537
597,543
161,546
293,552
541,553
49,558
82,559
443,560
485,561
391,565
1021,568
349,571
146,572
306,573
270,577
548,583
221,585
651,587
694,587
972,590
927,590
1014,591
766,592
1110,593
1138,593
1642,593
503,593
1582,595
1223,595
1512,596
1681,596
1280,597
1548,597
474,599
33,606
74,610
268,610
110,616
1696,619
148,622
436,622
184,623
228,627
376,633
305,632
463,640
571,649
593,650
271,653
658,655
974,655
694,659
880,659
904,659
1201,660
1254,661
1278,661
734,664
1078,663
1172,664
770,665
1363,666
309,668
1577,667
1396,668
1548,673
1463,673
1500,674
341,678
1634,677
831,685
227,690
844,690
396,692
256,698
443,705
913,705
149,706
1594,709
214,708
931,709
320,711
1588,711
975,715
513,719
1011,719
1057,721
1111,725
1153,730
1215,734
1268,735
629,739
683,741
731,750
1404,751
809,760
1502,760
875,769
919,773
1084,773
950,776
372,781
994,783
972,785
399,789
1450,789
1074,795
441,803
593,803
1100,803
1142,809
1183,814
483,817
1380,818
504,819
1351,829
537,830
1238,831
1327,835
595,847
779,849
1047,851
616,859
1072,859
810,861
655,862
864,870
1020,871
997,872
834,876
739,884
726,887
1144,890
788,894
820,899
903,903
1046,912
943,915
