X,Y
1132,370
1100,375
1152,378
1193,379
1258,382
928,385
1291,386
888,389
850,393
1119,405
1456,408
1074,414
700,415
1430,419
672,419
920,430
1236,429
1289,430
1196,433
574,434
892,436
860,441
1144,441
1470,443
524,443
495,445
811,447
468,451
750,452
434,455
422,456
398,460
328,469
276,475
1537,480
487,481
200,483
442,484
418,486
544,489
155,490
1075,490
107,496
1124,500
935,501
1151,503
488,503
1474,507
1259,507
1292,507
1557,513
428,518
860,521
215,522
148,524
186,525
1587,526
71,526
371,532
822,537
1597,538
798,541
849,547
230,548
759,550
738,551
894,557
922,557
662,562
294,563
1011,565
647,568
1088,568
1226,569
416,569
73,570
512,571
604,571
1190,571
1297,571
470,573
579,575
1255,575
1422,576
1542,577
1448,578
343,580
1492,579
376,581
1629,582
137,601
626,603
656,603
810,607
240,607
592,607
161,610
870,613
925,616
568,618
381,622
1000,622
325,622
1200,631
406,629
1107,629
509,632
444,633
1168,633
1294,633
483,636
201,639
1558,641
590,643
617,646
1660,645
360,653
387,659
687,660
1317,660
255,666
411,667
751,670
779,676
900,677
875,679
941,679
294,682
962,681
1014,685
830,685
1052,685
494,691
1091,691
1118,693
1158,697
1200,700
436,701
543,702
1311,705
867,704
1276,705
1356,708
332,709
890,711
570,711
1441,716
1472,717
590,717
471,720
921,721
1528,720
356,723
1587,723
959,729
990,734
664,735
711,740
527,743
740,747
1074,749
786,754
1140,759
466,759
813,759
583,760
1171,763
1548,762
1220,766
556,767
499,769
869,772
872,773
606,773
1284,777
1327,782
914,782
1387,786
529,786
962,792
1455,791
1482,794
568,801
1028,808
1439,816
642,831
762,833
1171,839
805,848
1362,850
835,860
1331,860
863,866
1307,868
904,876
931,879
781,882
980,889
841,897
1039,896
1077,896
1130,899
1220,900
897,913
984,921
963,923
