X,Y
1778,648
2172,680
2298,734
2280,736
2290,744
2307,758
2335,769
2360,803
1565,808
1619,825
2376,836
1700,910
1317,915
2417,917
2382,924
877,932
605,936
617,936
736,942
812,942
539,956
717,959
796,959
653,963
503,965
467,975
1795,977
439,981
745,984
411,990
717,992
394,997
372,999
358,1004
983,1014
480,1016
2348,1023
300,1025
249,1041
387,1044
236,1046
709,1055
299,1058
334,1060
322,1063
262,1070
690,1081
231,1086
930,1091
273,1094
573,1100
1336,1101
205,1105
388,1106
331,1111
1857,1120
423,1123
1975,1125
1775,1129
361,1130
172,1131
301,1132
331,1136
508,1134
2227,1136
1542,1138
143,1140
280,1140
695,1142
131,1152
63,1165
104,1165
669,1167
582,1175
