X,Y
1133,278
983,282
1386,293
1442,307
1318,307
1094,319
1415,319
1445,328
1040,329
1000,333
914,341
895,344
944,353
812,355
773,356
733,359
1203,358
1139,359
1474,359
1083,369
1057,371
583,375
426,382
458,381
518,388
81,396
1012,396
929,406
981,405
420,421
851,424
1262,430
1143,430
354,432
1222,433
1291,433
64,436
302,438
810,439
271,441
1418,441
776,447
1480,447
1562,451
665,463
850,463
643,467
587,473
949,475
543,477
441,480
1045,482
1006,481
330,487
421,499
301,499
534,499
1234,501
1297,505
693,506
570,506
1394,507
213,512
786,513
61,513
243,513
1575,519
1676,521
917,523
305,526
1280,527
385,534
143,535
501,535
968,535
50,537
1292,537
458,540
1006,540
619,544
90,549
317,549
709,550
115,551
341,555
1698,554
138,561
662,566
228,564
1326,565
372,566
154,566
1519,569
175,573
724,574
275,578
755,582
324,583
830,584
1702,586
458,590
805,592
945,589
968,589
514,597
1127,605
1135,605
1186,610
320,612
841,614
1298,619
883,626
1671,625
463,628
1468,632
917,634
342,639
653,643
951,644
740,658
1614,662
763,663
800,675
848,685
1569,686
1471,696
1382,703
1400,707
983,714
1501,716
681,720
1118,732
1477,731
1533,737
1453,740
613,743
753,750
1291,761
1556,763
1399,764
1348,778
935,800
966,804
1050,808
1136,808
1105,812
1257,812
903,832
