X,Y
1278,326
1332,331
1186,338
1366,338
1141,355
1112,365
1456,370
1393,377
1340,377
1229,378
999,390
1590,389
796,391
1567,392
1145,395
1522,396
775,400
941,403
751,403
913,409
1558,423
1061,428
1528,428
670,429
845,431
821,436
1046,441
1320,440
607,446
1236,450
1200,453
741,457
1130,457
555,460
530,464
638,478
1617,479
454,480
1502,485
1441,488
1640,487
598,492
529,496
346,500
1371,500
480,503
311,508
409,521
210,527
434,542
282,543
410,546
1418,546
260,547
136,548
1304,554
1646,554
221,556
649,560
1083,566
1115,569
617,571
287,572
920,572
252,574
501,574
818,577
359,580
1642,585
194,588
396,589
623,593
131,597
1592,606
1659,606
244,613
276,618
369,622
597,622
1151,625
1039,627
446,627
145,628
1485,628
634,632
751,636
398,639
183,638
1537,643
221,646
885,645
1689,645
432,651
352,662
330,665
376,671
532,673
1060,676
1257,680
1488,681
573,682
1126,682
1282,684
1174,685
611,687
1378,689
387,699
915,721
890,721
630,732
1095,738
1060,743
1149,743
1189,746
1300,750
1269,753
1340,761
1116,768
892,835
