X,Y
1111,639
1023,682
1381,684
962,688
1151,697
1095,711
1062,716
1024,738
969,746
938,752
442,752
1047,752
1072,756
1346,756
388,759
1335,762
1097,762
1260,767
92,789
372,796
797,801
883,816
1623,818
1078,822
1143,823
1238,823
1340,824
997,826
1029,826
1037,827
1550,827
628,828
1215,828
255,836
305,842
558,844
362,848
333,854
113,861
168,870
561,870
197,874
903,882
930,884
1030,886
1453,887
1063,888
1085,889
1314,888
1353,891
1659,890
1336,894
396,897
462,902
520,906
582,916
311,916
340,923
203,927
1650,928
370,930
690,933
721,939
244,939
752,940
874,940
1637,942
1317,943
920,944
802,947
1015,946
1052,949
1139,951
459,950
326,952
1206,954
300,961
1426,967
1530,967
528,974
1597,979
1131,1014
834,1030
1357,1040
557,1043
1388,1046
1442,1047
943,1049
1001,1056
603,1061
1465,1062
1053,1068
719,1082
667,1085
1123,1084
741,1087
1228,1100
776,1102
840,1114
867,1122
767,1126
1293,1125
904,1129
893,1130
1249,1143
980,1143
1018,1147
1053,1149
1085,1155
870,1163
1108,1166
989,1177
