X,Y
960,417
971,418
836,425
810,426
1201,429
772,430
724,432
349,434
289,438
1319,448
1102,451
326,450
635,452
1036,455
1073,455
603,455
305,460
1391,467
759,480
438,480
1422,480
1190,484
409,485
371,488
717,489
1118,492
1283,492
284,494
255,497
1059,500
124,507
1485,508
97,511
65,513
1022,516
420,516
456,530
934,531
956,532
889,542
758,549
1070,550
359,552
671,553
1519,556
1099,556
23,557
1263,561
1324,560
1132,561
1199,561
1432,567
781,572
731,575
1545,575
1569,577
702,579
42,581
473,581
811,588
659,590
1589,598
837,602
484,603
418,606
932,607
513,608
1355,608
1027,612
988,615
1389,615
1072,619
1104,620
1130,621
374,624
1262,628
1175,628
1450,632
1610,633
506,638
664,637
619,638
1500,639
552,640
723,641
82,642
225,642
348,645
297,647
792,649
258,649
333,656
847,659
380,660
903,660
925,662
470,663
422,665
981,668
1625,670
1054,674
1089,676
1200,682
177,683
1233,686
566,688
1288,689
1361,691
425,693
623,696
1462,695
1438,698
262,698
1486,700
201,701
1632,701
677,708
225,708
288,710
519,711
540,712
811,717
878,720
966,728
1006,728
991,729
451,731
1038,734
1063,734
1091,736
791,739
497,743
1167,743
1126,743
284,747
515,749
1259,751
1605,751
1328,753
538,753
845,758
1353,758
1402,762
452,768
1490,771
1578,774
918,775
944,776
1027,783
984,782
662,784
710,794
1090,798
1545,798
1125,800
786,808
1190,812
1521,814
1250,818
1277,823
1398,830
887,834
923,840
955,845
977,848
998,851
1444,853
1026,856
1049,863
685,873
1396,873
1202,887
1325,893
1291,903
655,905
1280,911
686,916
698,920
898,928
908,927
748,933
950,936
1037,937
982,939
769,940
1132,949
862,957
1081,962
995,966
936,968
1033,971
