X,Y
1284,425
1104,445
1044,447
1076,447
957,449
1272,450
1009,452
934,459
1305,461
1147,461
822,471
1081,482
1034,485
712,490
1455,493
959,495
917,504
1200,506
1317,509
1299,511
1385,512
876,512
1412,517
1132,521
822,523
1510,522
534,527
1540,528
1070,534
781,534
733,541
697,548
1016,551
1540,553
614,562
951,570
327,572
317,573
1030,573
930,577
295,577
1056,579
1182,579
1270,581
1215,583
1331,582
1452,583
1238,584
256,584
1298,585
1565,585
234,589
457,598
110,606
258,622
790,628
1618,639
100,644
994,645
1088,647
81,648
266,649
1246,649
955,649
1034,649
1154,650
1410,649
1454,650
1566,649
1298,653
1330,652
1491,654
220,662
474,676
223,677
208,679
344,687
533,686
294,692
716,692
683,692
756,693
798,694
660,694
596,698
621,698
898,700
556,702
1050,705
1166,706
1128,709
1530,709
1488,710
1220,711
1299,711
1278,712
1340,712
1432,713
1386,713
1648,716
515,718
283,735
119,737
460,739
556,743
286,749
633,753
149,753
1624,753
684,758
847,758
929,757
711,758
972,759
1023,761
1126,762
1055,763
762,765
1099,765
1161,769
805,770
1190,770
1270,772
1600,771
1232,772
1573,776
1540,777
294,777
212,780
1344,781
1383,781
257,781
1473,783
832,786
889,798
266,803
292,804
508,804
926,803
955,808
971,811
550,812
54,814
1003,815
1050,817
93,818
604,825
175,825
1088,825
1529,829
245,832
658,833
293,833
1144,833
218,835
682,834
1180,835
716,840
1298,843
740,844
777,845
1508,844
1348,847
802,850
1420,851
1453,851
833,857
1478,861
250,863
883,864
299,866
467,877
948,876
972,879
1010,885
1045,887
1430,889
1152,905
1204,909
693,910
1298,916
1370,916
1341,928
638,935
659,942
1297,946
828,951
699,953
848,955
944,970
1072,975
1002,977
1179,979
1140,997
924,1003
1103,1005
1070,1006
994,1008
965,1013
