X,Y
1149,275
1401,283
1028,285
1436,300
1427,312
1073,315
952,317
1319,320
1400,321
1258,325
951,343
885,360
1562,370
1445,375
1401,378
1460,379
781,386
1048,386
759,389
1204,398
637,422
906,424
1620,431
550,445
1409,447
1360,450
522,451
1318,457
1224,459
1283,459
155,460
831,465
1030,465
1053,466
393,467
1082,468
919,474
791,475
355,476
756,485
152,485
459,487
1620,495
727,496
1647,497
1418,505
679,505
1496,505
1151,506
83,512
170,517
1208,517
1048,519
573,520
1117,519
596,520
885,522
944,521
530,524
772,526
461,531
740,530
90,532
715,533
1001,534
634,542
604,543
380,551
1232,572
1365,572
1193,574
575,575
1093,576
1585,575
540,579
403,580
1136,579
1067,580
1012,581
622,582
309,585
465,585
946,585
109,589
246,590
842,596
38,598
882,598
1566,606
440,607
360,608
388,610
447,612
483,620
934,621
100,626
1002,626
508,627
1520,633
1113,634
292,634
382,636
348,637
553,639
1085,639
1179,641
1210,641
1453,642
1300,642
1408,645
1266,647
1350,649
642,652
1484,654
730,657
313,659
536,663
393,669
918,677
967,680
1052,696
656,697
542,707
620,726
644,734
775,737
691,748
725,759
940,767
763,769
1088,772
1058,773
1099,777
1186,783
