X,Y
1012,417
1127,417
1401,452
932,477
1120,481
1431,525
1178,537
652,539
1203,539
1150,542
286,562
541,567
516,569
1183,569
1612,573
193,578
1621,584
821,594
93,599
65,605
160,615
80,629
1644,633
313,639
566,642
429,649
1395,648
372,652
113,657
906,659
665,662
1059,661
1635,661
71,666
198,667
588,672
100,689
335,693
545,695
1594,707
366,712
645,714
934,715
1392,717
964,719
874,721
427,727
809,727
302,730
457,735
472,737
345,738
679,739
371,740
1559,740
877,754
906,758
560,759
338,770
364,770
1007,771
1513,770
1169,779
1442,781
1138,781
1466,782
647,782
1226,783
405,792
712,793
739,793
1464,808
917,819
976,828
1404,838
1262,861
1340,869
686,891
874,903
897,906
965,918
1107,919
1056,921
1153,932
920,945
964,948
605,949
1020,949
1077,952
