X,Y
1175,270
979,332
948,337
1600,376
1049,381
1323,384
502,387
1170,392
420,401
646,405
509,418
448,428
1659,435
388,439
853,452
1256,454
1341,454
454,457
1002,458
1093,458
901,458
245,461
800,465
178,470
329,480
261,484
93,485
652,490
335,495
593,497
169,499
1693,504
1402,511
1534,511
1087,513
814,513
1011,513
662,521
153,527
618,527
589,531
109,533
212,535
245,537
270,539
418,551
380,551
654,561
604,562
1594,566
710,568
1650,568
984,570
1422,573
944,573
1482,573
1160,575
390,575
1398,577
799,578
1288,577
857,583
315,594
355,594
380,596
226,597
918,606
559,611
955,613
596,619
1577,622
1022,622
1047,626
525,631
390,637
1270,639
1331,645
771,647
1532,646
1409,648
1164,652
599,657
903,663
936,669
967,670
1493,670
1139,671
1006,679
1022,680
1453,685
1171,690
1238,705
897,752
930,758
1149,764
1210,772
907,791
900,818
893,832
44,952
66,978
96,1007
75,1040
98,1040
