X,Y
1210,404
1324,418
1170,428
717,430
1122,430
1147,430
995,447
598,450
958,451
482,463
1232,464
1298,465
830,465
1492,466
428,472
398,474
1109,481
291,488
1076,492
1030,493
478,495
222,499
398,504
134,514
978,516
1066,516
313,518
944,522
1092,524
1116,525
1589,530
1159,534
438,533
1193,536
1310,536
1222,536
1276,537
1391,536
411,540
1351,539
1491,542
125,549
1611,555
849,559
818,566
47,568
800,569
754,570
877,575
935,577
111,580
272,579
670,580
968,579
698,582
1033,583
640,586
1089,587
324,590
1060,590
1122,594
1173,598
364,599
1199,599
1237,600
1376,603
1327,604
1491,608
134,609
1422,610
1443,610
1579,612
163,613
1555,613
1520,614
718,616
1654,616
666,617
626,619
759,621
570,622
835,623
799,624
298,632
918,633
972,638
1029,642
389,643
424,646
1062,645
128,646
507,650
546,649
1107,650
485,651
1120,651
1178,654
569,658
1286,658
593,662
1365,663
1315,664
346,664
620,665
1485,667
1525,668
1431,670
1597,673
659,673
1550,673
257,677
394,678
705,678
1671,678
726,684
768,685
757,687
333,690
454,691
903,693
938,696
988,698
839,700
1037,700
499,706
257,706
1122,709
286,713
1189,713
525,715
866,716
1215,717
428,718
561,722
1262,723
1286,723
1346,727
923,731
1406,733
356,735
1461,735
948,740
630,742
1545,742
520,746
658,745
997,747
1619,748
687,750
544,757
1038,757
1072,759
733,760
1107,764
765,766
1151,770
832,776
1212,780
1250,783
895,787
1284,788
1308,792
922,792
1381,798
1345,798
963,801
1442,803
537,804
1529,806
558,812
1015,815
1044,817
604,829
717,829
1097,831
627,839
738,839
1189,846
1454,850
1233,851
1259,856
671,857
812,860
1409,865
705,866
1326,866
847,872
882,880
1376,879
1002,901
1299,904
1170,911
1116,913
869,914
1076,913
1255,914
1200,930
964,932
1022,937
978,938
1076,940
