X,Y
1126,415
1216,433
1163,443
1130,448
1044,460
1338,470
1411,474
1360,476
1458,478
1240,478
1544,505
1082,518
381,528
1592,528
1496,536
1290,536
282,542
1473,542
205,555
174,559
1627,560
1637,572
896,576
212,581
176,582
951,585
1004,590
1060,592
396,594
1034,597
1656,601
1506,602
1530,604
1589,605
1662,608
401,613
650,614
439,625
761,632
948,641
252,642
215,644
1112,649
1239,650
1515,658
1322,656
1593,660
427,663
579,669
620,668
1686,668
455,690
983,699
1016,701
954,702
1042,702
1076,702
511,705
1108,704
1133,706
1169,709
1208,710
1240,710
916,711
1286,713
435,713
317,720
1373,720
395,720
1650,723
1419,725
647,735
966,734
1671,738
678,746
1029,746
397,748
1090,756
457,759
1134,759
1161,762
1173,764
828,771
1249,776
1298,778
519,778
889,780
916,786
940,790
1407,793
981,795
584,799
1039,809
1520,812
1097,817
1139,826
1192,835
1233,841
1278,843
755,858
1207,860
1386,862
977,884
1005,884
1227,909
