X,Y
1098,288
978,290
1048,289
1130,291
1181,297
815,300
782,304
669,317
608,322
1112,326
351,342
1416,345
304,348
702,360
1104,366
571,369
616,369
1183,368
1370,371
1477,379
1425,381
462,384
259,387
197,393
1027,393
84,399
1064,411
243,418
270,420
152,422
209,423
1234,423
264,443
765,447
731,447
1580,451
298,456
834,457
396,459
614,461
578,464
540,467
152,469
35,475
76,489
412,493
539,494
1230,497
692,500
729,501
803,505
780,506
845,510
360,510
422,514
40,515
78,519
506,522
277,527
106,528
1614,529
314,535
584,542
615,548
638,552
188,552
267,552
204,557
303,556
1285,557
667,559
705,562
1448,577
887,578
821,578
394,586
275,587
1594,587
516,590
1658,589
995,592
315,599
542,601
1076,601
447,604
1666,610
1157,613
1656,615
604,617
363,621
1223,622
900,624
650,626
1284,627
922,630
966,633
702,640
1433,642
1566,649
1608,650
759,653
1072,666
854,677
879,685
1256,689
905,688
1165,688
1313,700
1337,704
1413,712
1004,712
697,716
1499,718
1057,722
1472,726
1084,731
1118,735
1270,765
749,775
1330,783
979,797
1103,809
898,814
1211,815
928,820
996,829
