X,Y
1159,354
1298,354
1093,355
1320,355
1044,367
1172,380
944,382
1470,383
1147,387
1128,393
1107,395
1514,397
1440,396
1371,399
1080,399
1334,401
1295,402
1021,411
1543,411
1217,412
1179,421
1147,428
1581,431
684,433
1121,441
865,445
849,448
1602,448
803,454
1093,456
1507,457
755,463
1327,467
474,472
1034,473
1163,474
1274,475
1245,475
420,479
1642,482
654,486
988,486
343,492
631,493
524,497
939,501
257,503
222,509
1632,513
1597,513
187,514
1572,517
1465,521
1443,522
1533,521
1679,526
1310,531
1335,535
1218,538
1262,538
890,541
1162,541
1006,545
1056,545
348,550
157,556
729,560
694,570
1650,571
1691,572
626,576
1495,579
617,581
598,581
338,582
486,583
1376,585
1238,589
1212,590
1347,590
801,592
860,593
1119,593
1160,593
413,595
833,596
896,595
1142,596
930,597
1080,599
1037,600
716,600
996,601
680,602
645,604
180,608
154,609
603,612
127,624
1663,627
399,630
1478,639
494,641
1535,643
597,646
378,647
1441,647
645,648
701,651
1038,650
1177,651
160,650
999,652
1274,650
1372,650
1640,650
127,651
1225,651
1200,653
1061,654
1090,653
1312,653
949,654
795,657
764,660
830,659
204,663
1629,661
864,663
904,665
453,669
477,677
257,680
518,685
546,690
300,692
454,695
971,694
732,697
1577,697
1046,699
598,701
1119,702
1168,703
1274,706
365,704
1207,705
637,707
1242,707
1562,707
1315,708
1349,709
1365,708
390,712
673,714
1468,715
697,716
1535,721
730,725
565,729
1515,734
850,734
884,736
943,743
1001,750
1031,751
1056,753
1109,760
535,762
1156,762
563,767
1228,771
1410,780
618,786
1389,787
780,793
1365,796
844,809
708,817
913,822
1187,831
986,832
1084,834
1234,839
