X,Y
1106,361
1121,361
1147,362
1171,362
1066,363
1279,363
1217,364
1031,365
1351,378
916,379
1123,382
858,383
1379,386
835,392
1094,393
814,396
778,397
744,404
1032,408
1004,412
1459,413
1252,421
1216,421
1307,421
940,423
1278,423
1331,424
1421,425
1195,427
1379,427
640,429
1147,429
876,432
899,433
1501,436
1109,439
855,440
584,442
543,444
822,445
801,447
1071,453
753,453
1037,463
464,464
695,466
436,469
1557,468
389,478
654,480
352,482
328,488
1587,488
1019,491
1043,493
1476,495
285,494
961,494
1053,497
264,498
1384,498
1409,498
1309,500
1094,502
1178,503
1252,504
1215,505
1528,507
207,509
1154,508
1553,508
1585,511
885,512
1610,511
477,516
136,519
449,521
102,526
61,530
1635,535
806,543
171,548
800,559
827,561
859,562
750,564
961,564
897,566
1049,567
274,568
998,569
1100,569
1270,570
1365,570
1469,570
1218,570
43,572
710,571
1294,573
1320,572
1517,571
1401,572
1143,573
1246,573
1434,573
1575,574
240,574
1628,574
31,577
660,579
636,579
550,581
1671,583
575,588
247,592
453,594
226,598
528,600
408,610
809,618
781,620
728,621
686,622
836,623
635,624
1034,626
971,627
1068,627
419,632
1146,632
1336,634
1528,634
1254,635
182,636
1421,637
23,638
1557,639
1466,639
1584,641
1603,642
1658,643
1693,643
51,646
83,651
1693,654
436,654
261,656
505,658
555,668
284,671
599,677
665,684
1670,688
728,689
700,690
875,690
1016,691
1063,693
758,694
784,696
1227,696
823,697
1149,697
1189,700
796,704
1288,703
1346,705
1404,705
256,706
1488,710
1634,711
1587,712
1517,714
449,714
508,716
864,730
1592,739
314,753
556,753
590,759
1067,760
1104,762
659,763
1158,767
1549,767
706,770
1211,772
366,773
732,774
1249,776
628,777
1525,780
1327,780
795,783
1357,784
1424,785
1455,787
828,790
434,794
860,796
893,799
1491,800
460,806
960,811
1443,826
519,827
1067,827
1432,829
662,831
1097,834
1144,841
1408,841
563,844
695,844
1199,848
1223,852
525,853
1262,854
1292,855
595,856
1369,858
1343,864
627,866
650,874
1313,876
804,879
836,883
1229,883
1273,890
683,891
891,895
910,900
927,901
739,903
984,910
1104,911
1151,911
1194,915
786,917
849,929
1126,936
872,937
1096,941
942,941
1030,943
925,947
991,947
