X,Y
1052,393
995,396
1128,400
961,404
937,409
882,416
1083,428
1045,435
761,437
738,439
1023,439
1431,445
948,447
1242,451
1270,451
1173,454
641,456
1159,457
920,457
1207,457
1316,457
877,458
1463,459
1356,459
613,463
836,466
1097,468
801,475
569,477
1070,477
1505,478
527,479
757,482
490,491
1524,491
717,495
461,497
672,500
432,500
643,505
1022,505
402,506
632,511
585,516
966,516
935,520
1090,523
1408,523
277,524
1279,525
458,526
1194,527
1391,526
1463,527
918,527
1236,527
1260,527
1324,528
425,528
246,529
1123,530
1168,529
1301,529
1521,531
213,534
519,534
1558,538
856,550
449,553
289,554
312,555
248,565
196,573
785,573
814,573
374,574
159,578
853,580
125,580
347,580
889,587
291,589
1046,588
1092,588
919,589
1115,589
986,591
1012,592
684,594
1363,594
1138,595
1210,596
243,597
1279,597
1409,597
621,603
1607,606
579,608
151,609
555,612
424,617
401,621
334,627
762,635
823,636
722,637
865,637
841,640
888,640
551,645
1000,650
1213,653
1123,653
1264,655
1310,654
1394,655
1163,655
1238,657
1363,658
1476,658
1491,658
1587,665
395,670
439,675
471,677
517,678
579,684
558,685
321,687
332,693
1635,694
706,701
371,702
928,706
999,706
766,709
854,708
1052,710
428,716
826,716
1128,718
1206,719
452,720
1248,723
317,724
1308,727
476,729
1371,729
1548,729
851,731
1596,732
510,734
1504,733
861,734
891,740
421,745
559,747
915,747
942,752
585,755
999,758
622,761
477,763
1056,769
365,771
671,773
1080,772
390,779
729,781
1517,781
781,787
1212,790
1236,793
456,797
817,797
843,797
1320,798
1362,802
1425,805
883,806
914,811
608,813
942,815
525,819
975,825
1457,832
1025,834
1052,837
573,841
1120,846
1144,853
1387,856
624,858
1199,859
742,862
1224,864
768,869
1365,868
1249,869
1290,871
670,876
840,887
725,893
866,894
1289,896
773,907
939,910
993,911
969,913
800,915
1074,914
1102,917
1125,917
1229,917
1016,918
873,930
1151,930
918,938
956,942
1111,943
1082,945
1009,949
