X,Y
1196,549
1959,560
1830,561
1990,565
1859,563
1800,571
2064,572
1617,574
1859,573
2146,584
1209,586
2129,590
2124,600
1356,602
1505,608
2194,608
1264,609
1323,609
1295,611
1346,612
1464,613
2260,639
2271,650
2058,653
1304,654
1569,656
1264,660
1231,665
2231,665
1199,674
1155,678
2344,690
1111,693
2377,693
1090,699
1057,704
1016,713
974,724
948,726
2391,726
1656,730
880,739
1713,743
2414,751
2393,764
1055,768
2437,771
966,772
471,812
1398,816
2483,828
1750,829
2262,831
2392,836
2196,837
2339,837
2454,842
389,845
2363,862
969,877
398,879
1065,881
375,882
707,884
1729,895
330,896
466,897
1949,897
2521,914
173,915
2499,918
201,924
409,928
248,930
1048,930
514,931
116,932
149,941
806,940
755,941
431,943
848,943
478,946
2509,948
254,955
390,956
454,957
966,957
1054,957
507,961
540,962
147,966
319,966
1602,966
1559,968
289,975
2483,973
1924,975
788,978
1434,982
233,990
583,991
629,996
2453,996
202,997
778,1000
651,1002
2437,1011
226,1012
693,1015
745,1022
2422,1023
719,1027
2400,1034
655,1036
1877,1041
1895,1042
2005,1048
1996,1052
216,1054
187,1055
176,1060
2231,1064
2352,1064
2289,1069
737,1090
2277,1102
2297,1128
2209,1130
2271,1133
2157,1146
2095,1168
2067,1178
2131,1186
