X,Y
1052,393
1139,393
1219,398
724,430
1051,442
979,449
583,452
518,456
496,459
458,462
408,465
1516,466
795,468
1466,470
364,472
330,474
304,476
277,477
247,479
207,482
170,485
117,492
424,495
1063,502
514,504
284,514
238,517
1192,523
1169,527
1295,529
900,533
1579,549
860,553
306,564
910,569
679,573
1015,574
655,575
116,576
584,578
397,583
1067,584
1532,604
584,606
597,608
657,608
1659,610
813,616
441,627
1026,635
348,637
545,637
1216,644
371,650
1343,653
390,655
822,654
263,655
1388,660
413,659
1414,662
347,667
308,668
1557,672
464,672
790,678
378,679
938,683
869,694
351,703
564,704
1665,706
1157,705
1317,715
916,718
1353,721
940,725
642,729
1492,734
1004,738
1578,738
1050,743
712,745
1604,747
469,751
1109,756
809,765
1561,775
885,780
1344,787
681,794
965,795
989,798
1427,798
603,805
1411,812
738,817
1105,822
1179,836
1398,853
1347,867
910,870
977,886
845,892
1068,893
1200,907
1171,909
994,916
