X,Y
1045,388
1249,388
1279,391
1144,392
938,396
1349,397
873,403
854,410
832,414
1102,415
1425,421
1072,422
1036,426
731,426
1403,431
1322,435
986,438
944,442
1210,441
1299,441
1360,442
637,445
1124,453
1099,462
557,465
1518,467
774,471
1065,473
501,476
456,482
705,486
565,491
991,497
649,498
1050,498
379,498
1557,502
1079,506
1496,505
601,505
611,505
1361,505
336,506
1286,507
1234,507
1394,507
1112,511
496,512
284,516
916,516
536,518
1583,519
240,523
193,531
164,536
845,543
1607,545
123,546
276,554
73,559
794,561
1621,563
200,566
1356,570
1423,570
1592,569
755,570
1519,571
1550,571
341,572
1009,573
1229,572
1088,573
1310,573
1151,574
1331,574
980,575
75,587
473,605
645,624
671,624
731,625
886,625
765,628
836,628
808,628
924,630
126,630
595,631
982,630
1281,631
1461,632
1096,632
1364,632
1392,632
1174,635
1656,636
205,640
401,657
345,659
1640,663
469,663
560,663
200,674
609,674
657,675
379,680
686,682
85,682
729,685
761,688
1618,689
141,690
943,690
1027,691
408,691
808,693
154,693
1132,694
1223,695
434,695
358,696
860,698
277,698
198,702
1493,703
451,703
1375,704
1470,705
323,708
1593,714
903,715
533,720
931,726
264,726
425,726
574,729
982,733
1571,735
474,740
1028,741
1009,741
624,744
658,748
1553,747
689,752
1142,756
735,757
1185,759
708,760
1217,763
542,764
1244,765
1272,765
799,766
828,770
1286,770
578,776
854,777
1448,779
1378,780
460,782
901,785
1487,788
950,793
633,798
1000,800
527,805
1061,811
1450,810
562,815
1092,817
705,820
590,827
1132,827
1404,829
1159,831
613,834
1193,836
1231,841
1281,844
672,852
1344,856
825,857
706,862
885,872
1289,876
918,877
977,884
1260,884
1117,892
1232,892
1152,900
944,912
