X,Y
1333,360
1222,361
1125,363
1101,366
1409,377
974,377
921,381
888,388
1106,391
805,394
830,394
1457,396
777,403
753,408
1497,410
1029,412
1375,414
1276,417
1354,417
694,418
1227,420
660,424
1184,426
1542,426
954,429
902,433
603,435
567,436
1137,436
1105,443
849,448
794,452
1637,452
1052,461
1600,460
470,462
748,463
1038,466
673,477
353,480
1623,487
1010,488
1424,488
1493,488
1374,492
1325,494
1584,493
1300,494
269,497
300,496
943,500
1257,500
1040,502
1230,503
1069,507
1102,507
1166,507
195,514
385,525
122,527
458,527
65,535
830,534
37,541
1601,556
348,560
1626,559
1506,563
768,572
732,570
1364,570
1200,576
780,578
262,580
1140,580
904,583
1058,582
890,583
1004,583
211,588
1700,610
477,619
1597,620
435,622
155,629
131,634
1669,634
1365,637
1196,640
693,639
741,641
1066,641
1242,641
1278,642
550,644
832,645
870,646
1135,644
466,647
905,645
1006,646
145,680
424,689
464,700
543,708
902,708
960,708
1042,708
1412,707
1480,708
571,708
934,709
1633,708
1337,709
1443,709
1191,711
1067,711
1139,712
198,712
1103,712
1275,713
1316,713
1202,714
1224,715
222,716
838,718
66,732
1605,733
790,736
118,741
1595,742
200,744
142,746
68,759
1560,769
156,776
1132,784
1233,784
186,785
559,791
1362,792
1509,790
228,793
1311,794
776,816
332,834
525,843
392,852
533,851
1058,854
1101,858
565,861
1405,862
1162,867
598,868
1192,869
1327,873
1266,874
619,876
474,884
1354,886
653,892
521,898
729,912
1291,918
1267,928
628,932
1134,942
660,942
1167,942
958,944
1046,946
1121,968
1079,977
880,980
1042,981
1015,983
