X,Y
1250,284
1385,295
1245,298
1176,321
1492,323
1001,348
672,365
1138,390
1104,394
568,414
1620,421
908,454
1648,460
439,468
1262,473
193,474
997,473
1352,474
413,482
381,496
645,500
422,504
371,505
818,514
742,517
772,519
1674,527
1356,529
224,531
320,537
358,544
623,551
1660,563
412,563
183,565
711,568
1651,573
840,578
992,581
1076,581
217,582
896,588
420,595
389,599
922,602
1620,603
969,612
637,619
422,632
1584,633
1568,644
613,647
940,669
1523,673
1024,680
1137,696
1477,701
1395,735
960,754
1245,783
